"title","price","category","url","sourceUrl","query","popularity","score","item_popularity"
"НАБІР З 3-Х ЗНАЧКІВ «ШЛЯХ»",750,"Подарункові набори","https://gifty.in.ua/product/nabir-z-3-h-znachkiv-shlyah","https://gifty.in.ua/presents/patriotichni-podarunki?srsltid=AfmBOor08t8TzwGrVPOiz9atB5PK3nvVYvR_xQ9slx8PSPl5Y6fjOYpe","Патріотичні подарунки для жінок",59300,6.5,132000
"Хрестильні бонбоньєрки",90,"Інші подарунки","https://carstvo-medy.com.ua/bonbonyerky/bonbonyerky-na-hrestyny-1/","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunkovyj-nabir-96/?srsltid=AfmBOorA8CDstAi06OXHDQDeOUQNHwiAFM7XnP_9fD9KxwLmzJ3ICn-P","Патріотичні подарунки для жінок",59300,5.8,183
"Подарунок з українською символікою в патріотичному стилі для іноземцям №137",79300,"Патріотичні","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunkovyj-nabir-137/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,2300
"Подарунки в українському стилі №140 Патріотичний український подарунок для іноземця.",71900,"Патріотичні","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunkovyj-nabir-140/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,880
"Патріотичний подарунок в українському стилі №143 та українською символікою для іноземця.",79300,"Патріотичні","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunkovyj-nabir-143/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,771
"Подарунок в українському стилі №145",79300,"Патріотичні","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunkovyj-nabir-145/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,103000
"Патріотичний подарунок для чоловіка №148",79300,"Чоловікам","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunkovyj-nabir-148/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,5580
"Патріотичні подарунки чоловікам №154 Українські подарунки для іноземців в українському стилі.",45500,"Чоловікам","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunok-vse-bude-ukrayina-154/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,881
"Патріотичний подарунок для жінок №155 з українською символікою для іноземців.",42200,"Патріотичні","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunok-vse-bude-ukrayina-155/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,887
"Патріотичний подарунок з українською символікою, чудово підійде як подарунок іноземцям.",69500,"Патріотичні","https://carstvo-medy.com.ua/podarunkovi-nabory/podarunok-v-ukrayinskomu-stili-206/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,435
"Український подарунок для іноземця №106 Патріотичний подарунок в українському стилі ""Слава Україні, Героям слава""",79300,"Патріотичні","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychnyj-podarunkovyj-nabir-106/","https://carstvo-medy.com.ua/podarunkovi-nabory/patriotychni-podarunky/?srsltid=AfmBOoqK2ytposUkdAgZ2jBCp-1-46_7SadHLsD8fsN0fTF8sdl2m_YR","Патріотичні подарунки для чоловіків",76500,5.8,1730
"Дзвіночок з петриківським розписом (ДК-01-171)",550,"Інші подарунки","https://folkmart.ua/p24009-dzvinochok-z-petrykivskym-rozpysom-dk-01-171","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,201
"Тарілка з петриківським розписом (ТК-01-30-163)",3000,"Інші подарунки","https://folkmart.ua/p32236-tarilka-z-petrykivskym-rozpysom-tk-01-30-163","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,113
"Карти ""Весела політика""",95,"Інші подарунки","https://folkmart.ua/p9429-karty-vesela-polityka","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,10300000
"Андріївська церква (блакитна). Статуетка",750,"Інші подарунки","https://folkmart.ua/p22076-andriivska-tserkva-blakytna.-statuetka","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,40900
"Келих 0,5 л",495,"Жінкам","https://folkmart.ua/p33558-kelykh-05-l-kozak-divchyna-i-mapa","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,635000
"Магніт з петриківським розписом (МК-03-163)",300,"Інші подарунки","https://folkmart.ua/p32223-mahnit-z-petrykivskym-rozpysom-mk-03-163","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,92
"Снігова куля ""Київ, Андріївська Церква"", h65",395,"Інші подарунки","https://folkmart.ua/p27990-snihova-kulia-kyiv-andriivska-tserkva-h65","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,67
"Дзвіночок металевий. Лавра (біле срібло)",275,"Інші подарунки","https://folkmart.ua/p15529-dzvinochok-metalevyi.-lavra-bile-sriblo","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,275
"Магніт на холодильник Місто в літерах",95,"Інші подарунки","https://folkmart.ua/p21341-mahnit-na-kholodylnyk-misto-v-literakh","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,989
"Пакет подарунковий",95,"Патріотичні","https://folkmart.ua/p8106-paket-podarunkovyi-330-270.-ukraina.-tryzub","https://folkmart.ua/c892-suveniri","Патріотичні подарунки для іноземців",2500,10,385000
"Подарунок з українською символікою №140 український подарунок для іноземця в патріотичному стилі.",719,"Патріотичні","https://prom.ua/ua/p2215519588-podarok-simvolikoj-140.html","https://prom.ua/ua/Podarok-dlya-inostrantsev.html","Патріотичні подарунки для іноземців",2500,9.3,1980
"Темно-Синій пояс з вовни 100% пасок крайка унісекс ручної роботи до вишиванки",2200,"Інші подарунки","https://prom.ua/ua/p2293102505-poyas-sherstyanoj-100.html","https://prom.ua/ua/Podarok-dlya-inostrantsev.html","Патріотичні подарунки для іноземців",2500,9.3,141
"Подарунок в українському стилі №143 патріотичні подарунки з українською символікою, для іноземців. Царство Меду (330027842)",793,"Патріотичні","https://kasta.ua/uk/product/22960273:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,9
"Українські подарунки іноземцям №145 патріотичні подарунки з українською символікою або в українському стилі. Царство Меду (330027785)",793,"Патріотичні","https://kasta.ua/uk/product/22960391:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,107
"Великодній подарунковий набір №121 Царство Меду (330027847)",793,"Подарункові набори","https://kasta.ua/uk/product/22960283:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,6
"Патріотичні подарунки в українському стилі №134 для іноземців з українською символікою ""ГЕРБ УКРАЇНИ"". Царство Меду (330027793)",265,"Патріотичні","https://kasta.ua/uk/product/22960414:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,241
"Патріотичні подарунки чоловікам №96, для жінок, військовому, на День Народження. Царство Меду (330027801)",854,"Військовим","https://kasta.ua/uk/product/22960429:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,8
"Український подарунок для іноземця №106 Патріотичний подарунок в українському стилі ""Слава Україні, Героям слава"" Царство Меду (330027772)",793,"Патріотичні","https://kasta.ua/uk/product/22960361:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,10
"Подарунок з українською символікою №140 український подарунок для іноземця в патріотичному стилі. Царство Меду (330027762)",719,"Патріотичні","https://kasta.ua/uk/product/22960349:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,10
"Патріотичні подарунки для жінок №144 з українською символікою, та українському стилі, для іноземців. Царство Меду (330027755)",817,"Патріотичні","https://kasta.ua/uk/product/22960337:613/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,10
"Подарунок на 8 березня дружині №47 коханій дівчині, сестрі, мамі. Царство Меду (330027644)",422,"Жінкам","https://kasta.ua/uk/product/22960301:621/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,9
"Оригінальний подарунок шефу №111 на Новий Рік, День народження. Подарунок для керівника жінки. Царство Меду (330027861)",100,"Жінкам","https://kasta.ua/uk/product/22960304:702/","https://kasta.ua/uk/product/22960273:613/?srsltid=AfmBOoqoRlq4z53vjUIc3tr7Pte6y-cbfHEzp0hgD9rs2WPBFYvxlBtY","Патріотичні подарунки для іноземців",2500,2.3,273
"Коробочка для зубчиків дитячих. Патріотичний подарунок",355,"Патріотичні","https://prom.ua/ua/m-2701719472832056078-korobochka-dlya-detskih.html","https://prom.ua/ua/Podarok-patrioticheskij-rebenku.html","Патріотичні подарунки для детей",32700,10,271
"LED нічник, дитячий нічник Пес Патрон, нічник з Патроном для дитини, LED нічник Пес Патрон",63920,"Інші подарунки","https://prom.ua/ua/m-626812017200904442-led-nochnik-detskij.html","https://prom.ua/ua/Podarok-patrioticheskij-rebenku.html","Патріотичні подарунки для детей",32700,10,837
"EK М яка іграшка БАВОВНЯТКО-1 патріотична іграшка Original Design для дітей від 3 років талісман ЗСУ HFX17_E",819,"Військовим","https://prom.ua/ua/m-744064547916990940-myagkaya-igrushka-hlopok.html","https://prom.ua/ua/Podarok-patrioticheskij-rebenku.html","Патріотичні подарунки для детей",32700,10,10
"Кулон підвіска карта України",3000,"Патріотичні","https://suveniry.net/ua/p1820131776-kulon-podveska-karta.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,136000
"Кулон підвіска з Гербом України різні види",3300,"Патріотичні","https://suveniry.net/ua/p1873594699-kulon-podveska-gerbom.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,15200
"Кулон підвіска з Гербом України",3000,"Патріотичні","https://suveniry.net/ua/p1634721030-kulon-podveska-gerbom.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,67700
"Кулон-підвіска з Гербом України",3000,"Патріотичні","https://suveniry.net/ua/p1873596345-kulon-podveska-gerbom.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,67700
"Кулон підвіска з Гербом України",3000,"Патріотичні","https://suveniry.net/ua/p1773209127-kulon-podveska-gerbom.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,67700
"Красиві дерев'яні чотки з Гербом України",3000,"Патріотичні","https://suveniry.net/ua/p1914400084-krasivye-derevyannye-chetki.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,675
"Красиві дерев'яні чотки з Гербом України",3000,"Патріотичні","https://suveniry.net/ua/p1758659267-krasivye-derevyannye-chetki.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,635
"Дерев’яні статуетки Тризуб України",4000,"Патріотичні","https://suveniry.net/ua/p1621497064-derevyannye-statuetki-gerb.html","https://suveniry.net/ua/g107747964-ukrainskaya-simvolika-braslety","Подарунки з українською символікою",125000,7.9,27300
"ПРАПОР УКРАЇНИ 90 Х 60 СМ",9500,"Патріотичні","https://www.souvenirua.com/uk/flag-pu0018.html","https://www.souvenirua.com/uk/with-ukrainian-symbolics/","Подарунки з українською символікою",125000,7.2,227000
"ПРАПОРЕЦЬ УКРАЇНИ З ТРИЗУБОМ (БЕЗ ПАЛИЧКИ) РОЗПРОДАЖ 19*12 СМ",800,"Патріотичні","https://www.souvenirua.com/uk/flag-45672.html","https://www.souvenirua.com/uk/with-ukrainian-symbolics/","Подарунки з українською символікою",125000,7.2,1000
"ПРАПОРЕЦЬ УКРАЇНА ЄДИНА",2000,"Патріотичні","https://www.souvenirua.com/uk/flag-45670.html","https://www.souvenirua.com/uk/with-ukrainian-symbolics/","Подарунки з українською символікою",125000,7.2,7880
"ПРАПОРЕЦЬ СЛАВА УКРАЇНІ",2000,"Патріотичні","https://www.souvenirua.com/uk/flag-45669.html","https://www.souvenirua.com/uk/with-ukrainian-symbolics/","Подарунки з українською символікою",125000,7.2,47000
"ПРАПОР УКРАЇНИ ГАБАРДИНОВИЙ З ТРИЗУБОМ 90*135",55000,"Патріотичні","https://www.souvenirua.com/uk/prapor-ukrajini-atlasnij-z-gerbom-90-135-sht-kd006760-1.html","https://www.souvenirua.com/uk/with-ukrainian-symbolics/","Подарунки з українською символікою",125000,7.2,2220
"ПРАПОР УКРАЇНИ 90*60 СМ (З АТЛАСУ)",18800,"Патріотичні","https://www.souvenirua.com/uk/flag-of-the-ukraine-uk-1905.html","https://www.souvenirua.com/uk/with-ukrainian-symbolics/","Подарунки з українською символікою",125000,7.2,26000
"ПРАПОР УКРАЇНИ 60Х40 СМ",10700,"Патріотичні","https://www.souvenirua.com/uk/flag-pu0043.html","https://www.souvenirua.com/uk/with-ukrainian-symbolics/","Подарунки з українською символікою",125000,7.2,8140
